Company, Title, Location, Link
㈜시티랩스,[시티랩스] 백엔드 개발자 경력직 채용,경기 안양시,https://www.jobkorea.co.kr//Recruit/GI_Read/38778956?Oem_Code=C1&logpath=1&stext=개발자&listno=101
㈜플레이스엠,행복을 코딩할 JAVA 웹개발자 모집(국내여행 플랫폼),서울 서대문구,https://www.jobkorea.co.kr//Recruit/GI_Read/38776801?Oem_Code=C1&logpath=1&stext=개발자&listno=102
(주)에이치코비,웹 프로그래머(JAVA) 정규 직원 (신입/경력) 채용,경기 안양시,https://www.jobkorea.co.kr//Recruit/GI_Read/38756264?Oem_Code=C1&logpath=1&stext=개발자&listno=103
㈜레이,[상장사]SW개발자 경력사원 모집,경기 성남시 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38753210?Oem_Code=C1&logpath=1&stext=개발자&listno=104
㈜이노시뮬레이션,Visual C++/C++/Win32 어플리케이션 개발자 채용 (시뮬레이션 소프트웨어),서울 강서구,https://www.jobkorea.co.kr//Recruit/GI_Read/38752649?Oem_Code=C1&logpath=1&stext=개발자&listno=105
띵스파이어,자사 솔루션 개발자 채용(병역특례 가능),서울 용산구,https://www.jobkorea.co.kr//Recruit/GI_Read/38748211?Oem_Code=C1&logpath=1&stext=개발자&listno=106
㈜맵퍼스,플랫폼 백엔드 개발자 모집,서울 송파구,https://www.jobkorea.co.kr//Recruit/GI_Read/38747790?Oem_Code=C1&logpath=1&stext=개발자&listno=107
티랩스,웹 개발자(프로그래머) 모집,서울 성북구,https://www.jobkorea.co.kr//Recruit/GI_Read/38746258?Oem_Code=C1&logpath=1&stext=개발자&listno=108
티랩스,그래픽스/엔진 개발자 모집,서울 성북구,https://www.jobkorea.co.kr//Recruit/GI_Read/38745867?Oem_Code=C1&logpath=1&stext=개발자&listno=109
㈜엔씨소프트,[엔씨소프트] [리니지2M] 클라이언트 프로그래머 모집,경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38744186?Oem_Code=C1&logpath=1&stext=개발자&listno=110
㈜아이비에스,"[대전본사/ 구미] C#, .NET 개발자 채용합니다.",경북 구미시 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38742616?Oem_Code=C1&logpath=1&stext=개발자&listno=111
㈜위대한상상,[Python] Backend Developer (Python/Tech Lead/10년이상),서울 서초구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38661219?Oem_Code=C1&logpath=1&stext=개발자&listno=112
㈜이스트소프트,[ESTsoft] PC 클라이언트 개발자 (경력),서울 서초구,https://www.jobkorea.co.kr//Recruit/GI_Read/38730560?Oem_Code=C1&logpath=1&stext=개발자&listno=113
쿠도커뮤니케이션㈜,비즈니스 프로세스 설계 및 구축 신입/경력 개발자 모집,서울 서초구,https://www.jobkorea.co.kr//Recruit/GI_Read/38726883?Oem_Code=C1&logpath=1&stext=개발자&listno=114
㈜CJ올리브네트웍스,[경력] OTT 플랫폼 백엔드 개발자,서울 용산구,https://www.jobkorea.co.kr//Recruit/GI_Read/38724686?Oem_Code=C1&logpath=1&stext=개발자&listno=115
(주)티몬,[티몬] 서버 개발자,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38719599?Oem_Code=C1&logpath=1&stext=개발자&listno=116
㈜이스트시큐리티,[ESTsecurity] 알약M 안드로이드 개발자 (경력),서울 서초구,https://www.jobkorea.co.kr//Recruit/GI_Read/38715725?Oem_Code=C1&logpath=1&stext=개발자&listno=117
㈜이모션,"[이모션글로벌] 백엔드, 프론트엔드, 퍼블리셔, 네이티브 개발자 채용",서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38714645?Oem_Code=C1&logpath=1&stext=개발자&listno=118
한국정보공학,"[Web] 백엔드/프론트엔드 개발자(Jr, Sr)",경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38712532?Oem_Code=C1&logpath=1&stext=개발자&listno=119
㈜와이티엔플러스,㈜와이티엔플러스 웹/모바일 개발자 모집,서울 마포구,https://www.jobkorea.co.kr//Recruit/GI_Read/38712410?Oem_Code=C1&logpath=1&stext=개발자&listno=120
보나캠프㈜,서버/백앤드/프론트앤드/App 개발자모집,서울 금천구,https://www.jobkorea.co.kr//Recruit/GI_Read/38711052?Oem_Code=C1&logpath=1&stext=개발자&listno=121
네이버제트,NodeJS 개발자 모집,경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38707496?Oem_Code=C1&logpath=1&stext=개발자&listno=122
옴니시스템㈜,"ERP/MIS 개발자 모집( Nexacro, Miplatform, Java 유경험자 우대)",서울 성동구,https://www.jobkorea.co.kr//Recruit/GI_Read/38698807?Oem_Code=C1&logpath=1&stext=개발자&listno=123
플레이오토,[플레이오토] 웹 및 C# 백엔드 개발자 (인턴),서울 구로구,https://www.jobkorea.co.kr//Recruit/GI_Read/38697851?Oem_Code=C1&logpath=1&stext=개발자&listno=124
㈜포인트닉스,"응용프로그램 개발자 모집(EMR, OCS, 영상관리 SW)",경기 광명시,https://www.jobkorea.co.kr//Recruit/GI_Read/38695337?Oem_Code=C1&logpath=1&stext=개발자&listno=125
㈜웅진씽크빅,[웅진씽크빅] `교육사업부문` 정규직 서버 개발자 채용(Back-end/JAVA),서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38691327?Oem_Code=C1&logpath=1&stext=개발자&listno=126
㈜웅진씽크빅,[웅진씽크빅] `교육사업부문` 정규직 안드로이드 개발자 채용,서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38691287?Oem_Code=C1&logpath=1&stext=개발자&listno=127
㈜웅진씽크빅,[웅진씽크빅] 정규직 프론트엔드 개발자 채용,서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38689060?Oem_Code=C1&logpath=1&stext=개발자&listno=128
㈜웅진씽크빅,[웅진씽크빅] `Mathpid(수학APP)` 정규직 안드로이드 개발자 채용,서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38689174?Oem_Code=C1&logpath=1&stext=개발자&listno=129
㈜웅진씽크빅,[웅진씽크빅] `플랫폼사업부문` 정규직 서버 개발자 채용(Back-end/JAVA),서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38688946?Oem_Code=C1&logpath=1&stext=개발자&listno=130
㈜웅진씽크빅,[웅진씽크빅] `메타버스` 정규직 서버 개발자 채용,서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38688900?Oem_Code=C1&logpath=1&stext=개발자&listno=131
㈜웅진씽크빅,[웅진씽크빅] `메타버스` 정규직 Unity 개발자 채용,서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38688893?Oem_Code=C1&logpath=1&stext=개발자&listno=132
㈜미니게이트,[미니게이트] VR프로그래머(Unity) 채용,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38687757?Oem_Code=C1&logpath=1&stext=개발자&listno=133
띵스파이어,SI/SM SW개발자 모집,서울 강남구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38680506?Oem_Code=C1&logpath=1&stext=개발자&listno=134
㈜인라이플,[주4.5일근무] Backend Developer (JAVA) 채용,서울 구로구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38679442?Oem_Code=C1&logpath=1&stext=개발자&listno=135
엔에이치엔한국사이버결제㈜,NHN KCP(주) JAVA 백엔드 웹개발자 모집,서울 구로구,https://www.jobkorea.co.kr//Recruit/GI_Read/38678319?Oem_Code=C1&logpath=1&stext=개발자&listno=136
참좋은여행㈜,웹개발자 경력자 채용,서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38675710?Oem_Code=C1&logpath=1&stext=개발자&listno=137
㈜NE능률,[워라밸실천기업] NE능률 웹프로그래머 경력직 채용,서울 마포구,https://www.jobkorea.co.kr//Recruit/GI_Read/38674820?Oem_Code=C1&logpath=1&stext=개발자&listno=138
㈜엔씨소프트,[엔씨소프트] [TL] MMORPG 게임 운영툴 및 게임 웹서비스 프로그래머 모집,경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38672218?Oem_Code=C1&logpath=1&stext=개발자&listno=139
알라딘글로벌알앤디센터,[외국계IT기업] 블록체인 서비스 개발자 (프론트/백엔드) 채용,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38671016?Oem_Code=C1&logpath=1&stext=개발자&listno=140
엘에스웨어㈜,"SI 사업 파트 JAVA Backend, Frontend 개발자 및 PL (PM가능자 우대) 경력직 모집",서울 금천구,https://www.jobkorea.co.kr//Recruit/GI_Read/38670158?Oem_Code=C1&logpath=1&stext=개발자&listno=141
알라딘글로벌알앤디센터,[외국계IT기업] 개발자(백엔드 / 프론트엔드) 채용공고,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38670101?Oem_Code=C1&logpath=1&stext=개발자&listno=142
㈜인라이플,[주4.5일근무] Frontend Developer (JAVA) 채용,서울 구로구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38665772?Oem_Code=C1&logpath=1&stext=개발자&listno=143
㈜위대한상상,[Java] Backend Developer (Java/Tech Lead/10년이상),서울 서초구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38661218?Oem_Code=C1&logpath=1&stext=개발자&listno=144
㈜ 위사,쇼핑몰 솔루션 개발자(PHP)를 모십니다.,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38652762?Oem_Code=C1&logpath=1&stext=개발자&listno=145
㈜비즈테크파트너스,"[LG그룹] RPA, 은행 및 금융IT FrontEnd, 모바일, 챗봇, MSA 개발자 인재채용",서울 마포구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38643916?Oem_Code=C1&logpath=1&stext=개발자&listno=146
㈜제이슨그룹,백엔드개발자/퍼블리셔 경력사원 채용,서울 용산구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38642646?Oem_Code=C1&logpath=1&stext=개발자&listno=147
㈜네오리진,무선 센서(WIPS) 개발자 모집,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38642290?Oem_Code=C1&logpath=1&stext=개발자&listno=148
㈜엔씨소프트,[엔씨소프트] 차세대 AAA 콘솔슈팅게임 클라이언트 프로그래머 모집,경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38639412?Oem_Code=C1&logpath=1&stext=개발자&listno=149
㈜엔씨소프트,[엔씨소프트] iOS 개발자 모집,경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38638938?Oem_Code=C1&logpath=1&stext=개발자&listno=150
㈜위트콤,"(정규직, 전문연구요원) 소프트웨어(JAVA/JAP)개발자 채용",서울 서초구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38638140?Oem_Code=C1&logpath=1&stext=개발자&listno=151
㈜위트콤,[강소기업] 웹 백엔드 개발자 채용(개발/유지보수),서울 서초구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38637960?Oem_Code=C1&logpath=1&stext=개발자&listno=152
한솔인티큐브㈜,[마포구/정규직] IVR 솔루션 개발자 채용,서울 마포구,https://www.jobkorea.co.kr//Recruit/GI_Read/38637815?Oem_Code=C1&logpath=1&stext=개발자&listno=153
엘에스이노베이션,각 부문 채용 - (광고영업/백엔드 개발자/웹디자이너/CS담당.사무보조),서울 강서구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38630129?Oem_Code=C1&logpath=1&stext=개발자&listno=154
㈜이지서티,[정규직] (주)이지서티 JAVA 개발자(소프트웨어) 신입 채용,서울 강남구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38628684?Oem_Code=C1&logpath=1&stext=개발자&listno=155
㈜이지서티,[정규직] (주)이지서티 JAVA 개발자(소프트웨어) 경력 채용,서울 강남구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38628670?Oem_Code=C1&logpath=1&stext=개발자&listno=156
㈜이지서티,[정규직] (주)이지서티 C / C++ / C#  개발자 채용,서울 강남구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38628664?Oem_Code=C1&logpath=1&stext=개발자&listno=157
(주)큐브릿지,"웹프로그래머(JAVA,JSP) 경력사원 채용",서울 서초구,https://www.jobkorea.co.kr//Recruit/GI_Read/38615840?Oem_Code=C1&logpath=1&stext=개발자&listno=158
(유)아홉,웹 서버 개발자 채용 ( 보충역 병역특례 가능 ),서울 중구,https://www.jobkorea.co.kr//Recruit/GI_Read/38614981?Oem_Code=C1&logpath=1&stext=개발자&listno=159
㈜핑거,금융권 모바일 서비스 개발자 정규직 채용,서울 영등포구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38611298?Oem_Code=C1&logpath=1&stext=개발자&listno=160
㈜위메프,[위메프서비스] 주문/결제/정산 백엔드 개발자,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38611273?Oem_Code=C1&logpath=1&stext=개발자&listno=161
㈜위메프,[위메프서비스] 광고 백엔드 개발자,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38611127?Oem_Code=C1&logpath=1&stext=개발자&listno=162
㈜엔씨소프트,[엔씨소프트] [신규프로젝트] PROJECT G 서버 프로그래머 모집,경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38596748?Oem_Code=C1&logpath=1&stext=개발자&listno=163
㈜이모션,[이모션글로벌] 웹프로그래머 (신입/경력) 채용,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38591161?Oem_Code=C1&logpath=1&stext=개발자&listno=164
㈜대교,[(주)대교] 디지털학습개발팀 프론트엔드/백엔드/앱개발자 모집(정규직),서울 관악구,https://www.jobkorea.co.kr//Recruit/GI_Read/38479223?Oem_Code=C1&logpath=1&stext=개발자&listno=165
㈜유디피,"Linux&Embedded C/C++ 개발자(신입, 경력)",서울 강서구,https://www.jobkorea.co.kr//Recruit/GI_Read/38581761?Oem_Code=C1&logpath=1&stext=개발자&listno=166
㈜엔씨소프트,[엔씨소프트] [신규프로젝트] PROJECT G 클라이언트 프로그래머 모집,경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38572135?Oem_Code=C1&logpath=1&stext=개발자&listno=167
㈜엔씨소프트,[엔씨소프트] [TL] MMORPG 클라이언트 프로그래머 모집,경기 성남시,https://www.jobkorea.co.kr//Recruit/GI_Read/38571952?Oem_Code=C1&logpath=1&stext=개발자&listno=168
카페24㈜,[개발팀] 글로벌 이커머스 플랫폼 개발자 모집,서울 동작구,https://www.jobkorea.co.kr//Recruit/GI_Read/38571319?Oem_Code=C1&logpath=1&stext=개발자&listno=169
엔에이치엔한국사이버결제㈜,NHN KCP(주) 스마트오더 웹서비스 개발자 채용,서울 구로구,https://www.jobkorea.co.kr//Recruit/GI_Read/38562921?Oem_Code=C1&logpath=1&stext=개발자&listno=170
쌍용정보통신㈜,개발 SI 프로젝트 PL/AA/개발자 모집[5차],서울 중구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38560517?Oem_Code=C1&logpath=1&stext=개발자&listno=171
㈜세일코리아넷,"[정규직] 웹개발자(PHP, JAVA) 경력직 모집",서울 영등포구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38557651?Oem_Code=C1&logpath=1&stext=개발자&listno=172
㈜오토피온,안드로이드 개발자 경력직 채용,서울 강서구,https://www.jobkorea.co.kr//Recruit/GI_Read/38536395?Oem_Code=C1&logpath=1&stext=개발자&listno=173
㈜아이온커뮤니케이션즈,[I-ON] 에너지 플랫폼 백엔드 개발자 경력 채용,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38526605?Oem_Code=C1&logpath=1&stext=개발자&listno=174
(주)마이셀럽스,[마이셀럽스] 프론트엔드 개발자 경력직 채용,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38524462?Oem_Code=C1&logpath=1&stext=개발자&listno=175
주식회사 여기어때컴퍼니,숙박서비스플랫폼 부문 개발자 모집,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38507601?Oem_Code=C1&logpath=1&stext=개발자&listno=176
주식회사 여기어때컴퍼니,코어플랫폼 부문 개발자,서울 강남구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38507590?Oem_Code=C1&logpath=1&stext=개발자&listno=177
주식회사 여기어때컴퍼니,여행플랫폼개발 부문 개발자 모집,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38507544?Oem_Code=C1&logpath=1&stext=개발자&listno=178
한진정보통신㈜,[한진그룹] 한진정보통신 Frontend 개발자 모집,서울 강서구,https://www.jobkorea.co.kr//Recruit/GI_Read/38507307?Oem_Code=C1&logpath=1&stext=개발자&listno=179
한진정보통신㈜,[한진그룹] 한진정보통신 Backend 개발자 모집,서울 강서구,https://www.jobkorea.co.kr//Recruit/GI_Read/38507284?Oem_Code=C1&logpath=1&stext=개발자&listno=180
㈜동일기연,[비전]임베디드 리눅스/윈도우 어플리케이션 UI/인공지능(AI)/웹 개발자 채용 공고-급여우대,경기 안양시,https://www.jobkorea.co.kr//Recruit/GI_Read/38499421?Oem_Code=C1&logpath=1&stext=개발자&listno=181
㈜차이커뮤니케이션,광고플랫폼 개발자 신입 및 인턴 채용,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38498421?Oem_Code=C1&logpath=1&stext=개발자&listno=182
㈜아비즈,"웹,앱,응용프로그램 개발자 경력자 채용.",경기 하남시 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38489669?Oem_Code=C1&logpath=1&stext=개발자&listno=183
㈜한국몬테소리,(주)한국몬테소리 DX팀 웹개발자 채용 - 경력직,서울 서초구,https://www.jobkorea.co.kr//Recruit/GI_Read/38487230?Oem_Code=C1&logpath=1&stext=개발자&listno=184
㈜알앤비소프트,알앤비소프트 JAVA/Web 및 메타버스 신입/경력 개발자 채용 件.,경기 성남시 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38480489?Oem_Code=C1&logpath=1&stext=개발자&listno=185
㈜이모션,[이모션글로벌] 신 사업 블록체인 / NFT 서비스 개발자 채용,서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38479491?Oem_Code=C1&logpath=1&stext=개발자&listno=186
㈜유라클,[정규직] 모바일 세상을 주도할 JAVA 개발자를 모십니다,서울 강남구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38479110?Oem_Code=C1&logpath=1&stext=개발자&listno=187
㈜유라클,"[경력] 서버(JAVA),정산,빌링 개발자 및 PM 모십니다.",서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38475634?Oem_Code=C1&logpath=1&stext=개발자&listno=188
유비벨록스㈜,COS/펌웨어/임베디드/SW개발자,서울 구로구,https://www.jobkorea.co.kr//Recruit/GI_Read/38455969?Oem_Code=C1&logpath=1&stext=개발자&listno=189
㈜제이에스시스템,"응용 S/W 개발자(C#.Net, ASP.Net MVC, Oracle, MS-SQL)를 모십니다.",대구 동구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38446385?Oem_Code=C1&logpath=1&stext=개발자&listno=190
㈜메타엠,콜센터 상담 솔루션 개발자 신입/경력직 채용,서울 중구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38434090?Oem_Code=C1&logpath=1&stext=개발자&listno=191
보보스링크㈜,[프론트엔드/Java Script] 외국계IT기업 AI 음성프로그램 개발자 채용,서울 마포구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38432378?Oem_Code=C1&logpath=1&stext=개발자&listno=192
㈜더블다운인터액티브,[슬롯게임] 클라이언트 프로그램 개발자 (경력),서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38426730?Oem_Code=C1&logpath=1&stext=개발자&listno=193
㈜더블다운인터액티브,[개발본부] 클라이언트 개발자 모집 (신입/경력),서울 강남구,https://www.jobkorea.co.kr//Recruit/GI_Read/38426970?Oem_Code=C1&logpath=1&stext=개발자&listno=194
㈜웰텍,웹 개발자 모집,서울 마포구,https://www.jobkorea.co.kr//Recruit/GI_Read/38410087?Oem_Code=C1&logpath=1&stext=개발자&listno=195
㈜ 다임즈,[신입사원 모집] Java서버/웹 개발자,서울 구로구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38397856?Oem_Code=C1&logpath=1&stext=개발자&listno=196
㈜ 다임즈,[서울지사/대전지사] Java서버/웹 개발자 채용,서울 구로구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38397833?Oem_Code=C1&logpath=1&stext=개발자&listno=197
㈜ 다임즈,Java서버/웹 개발자 채용,서울 구로구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38397782?Oem_Code=C1&logpath=1&stext=개발자&listno=198
카페24㈜,[SRE개발팀] 풀스택(Full-stack) 개발자 모집,서울 동작구,https://www.jobkorea.co.kr//Recruit/GI_Read/38397476?Oem_Code=C1&logpath=1&stext=개발자&listno=199
79플랫폼(79platform),[강남역 메타버스] java 백엔드 / 프론트엔드 개발자,서울 서초구 외,https://www.jobkorea.co.kr//Recruit/GI_Read/38395675?Oem_Code=C1&logpath=1&stext=개발자&listno=200
